iter	RMSE
266	11.08805293
267	11.07692717
268	11.06726679
269	11.0610682
270	11.05530147
271	11.04747084
272	11.04104457
273	11.03137067
274	11.02422303
275	11.01597761
276	11.00910778
277	11.00211418
278	10.9890643
279	10.98002645
280	10.97349965
281	10.96885959
282	10.96450534
283	10.95681553
284	10.95129898
285	10.94927871
286	10.94238946
287	10.93493359
288	10.92646231
289	10.92046669
290	10.916118
291	10.90774562
292	10.9013336
293	10.89420234
294	10.88874441
295	10.88192351
296	10.87566983
297	10.87136476
298	10.86845121
299	10.86256221
300	10.8566771
301	10.85446496
302	10.84821187
303	10.8384769
304	10.83237039
305	10.82441989
306	10.81660119
307	10.80978147
308	10.80563157
309	10.79910741
310	10.79512827
311	10.78974442
312	10.78433055
313	10.77858144
314	10.77178871
315	10.76490698
316	10.7584124
317	10.74981635
318	10.74339589
319	10.73974656
320	10.73047105
321	10.7251956
322	10.71749242
323	10.71307497
324	10.70476038
325	10.69628034
326	10.68747244
327	10.67702054
328	10.66885206
329	10.66183581
330	10.65642928
331	10.65160853
332	10.64680504
333	10.64207681
334	10.63520079
335	10.63109956
336	10.62828287
337	10.61989245
338	10.60983357
339	10.60667066
340	10.60266799
341	10.59482552
342	10.58960474
343	10.58360987
344	10.57860535
345	10.57379184
346	10.56914239
347	10.56514742
348	10.5585015
349	10.5508138
350	10.54549917
351	10.54386031
352	10.53909681
353	10.53345893
354	10.52760023
355	10.52301967
356	10.51733126
357	10.51175991
358	10.50832248
359	10.49922024
360	10.49338205
361	10.48446277
362	10.48128818
363	10.47622901
364	10.47048842
365	10.46732292
366	10.46321086
367	10.45877701
368	10.45068332
369	10.448444
370	10.44203879
371	10.4385843
372	10.4346238
373	10.42960629
374	10.42721459
375	10.42127745
376	10.41666497
377	10.41158933
378	10.40654146
379	10.40432234
380	10.40170795
381	10.39508358
382	10.39250047
383	10.38288778
384	10.37742368
385	10.37547163
386	10.36680284
387	10.35636952
388	10.35324749
389	10.34865487
390	10.33986082
391	10.33813005
392	10.33128741
393	10.32480007
394	10.3165294
395	10.31201147
396	10.30466509
397	10.29973719
398	10.29671903
399	10.28945137
400	10.2856568
401	10.28239034
402	10.27495254
403	10.27188685
404	10.26925757
405	10.26248671
406	10.25598251
407	10.25380289
408	10.24888173
409	10.24435615
410	10.23943727
411	10.23519541
412	10.23221805
413	10.22815876
414	10.22245309
415	10.21885167
416	10.2149048
417	10.21262407
418	10.20842323
419	10.20166521
420	10.19506813
421	10.19128399
422	10.18647726
423	10.18002444
424	10.17544422
425	10.17114141
426	10.16789989
427	10.15847671
428	10.15284151
429	10.14721353
430	10.14051135
431	10.13231249
432	10.12700774
433	10.11786596
434	10.11306418
435	10.11122497
436	10.10741237
437	10.10231221
438	10.09917723
439	10.09745733
440	10.0922727
441	10.08875649
442	10.0831376
443	10.07627957
444	10.0753457
445	10.07391225
446	10.06656132
447	10.06007549
448	10.05828275
449	10.05296745
450	10.04638594
451	10.03780586
452	10.03301242
453	10.02743252
454	10.02196446
455	10.01612631
456	10.01392329
457	10.00677233
458	9.999288188
459	9.995545424
460	9.991792168
461	9.9900489
462	9.987706884
463	9.986293324
464	9.984905401
465	9.983073743
466	9.977128509
467	9.962898348
468	9.953721543
469	9.951927659
470	9.947683848
471	9.943832034
472	9.941700064
473	9.938513533
474	9.932076798
475	9.930765097
476	9.924702468
477	9.920241599
478	9.91601403
479	9.912754223
480	9.909167459
481	9.903453912
482	9.897769632
483	9.895623258
484	9.894645499
485	9.892608398
486	9.891572489
487	9.889134735
488	9.88513933
489	9.880781714
490	9.877868127
491	9.876424002
492	9.873231248
493	9.868313459
494	9.862326564
495	9.860780258
496	9.854490007
497	9.851719497
498	9.84988583
499	9.847723135
500	9.843604311
501	9.840880125
502	9.837041917
503	9.835213004
504	9.827332115
505	9.823069814
506	9.817031408
507	9.815080102
508	9.811684852
509	9.808010072
510	9.804256852
511	9.801923151
512	9.800581718
513	9.799733921
514	9.792000451
515	9.791342474
516	9.786160174
517	9.781897477
518	9.780089511
519	9.778274866
520	9.773099093
521	9.767305386
522	9.764049377
523	9.760110888
524	9.756138317
525	9.753398698
526	9.751613817
527	9.750544331
528	9.747186833
529	9.743395481
530	9.74071331
531	9.738033838
532	9.735388296
533	9.733116174
534	9.731113815
535	9.729398989
536	9.719970523
537	9.71829025
538	9.716676836
539	9.715631559
540	9.713841581
541	9.703673799
542	9.702408206
543	9.701043335
544	9.700007748
545	9.698696208
546	9.694758311
547	9.693093002
548	9.691170398
549	9.687743183
550	9.685117294
551	9.68091596
552	9.67370655
553	9.672740923
554	9.670229882
555	9.668336495
556	9.662852744
557	9.658756542
558	9.65237066
559	9.651034028
560	9.645240363
561	9.643402563
562	9.639575517
563	9.638153169
564	9.637037521
565	9.636098148
566	9.634548832
567	9.626359597
568	9.621617472
569	9.618731964
570	9.611410773
571	9.607955723
572	9.603889346
573	9.599176073
574	9.59830018
575	9.59753734
576	9.594346334
577	9.592992069
578	9.592221827
579	9.591149061
580	9.588849836
581	9.587529772
582	9.581098571
583	9.574805853
584	9.574039723
585	9.571599911
586	9.564451209
587	9.56350447
588	9.562658197
589	9.557015127
590	9.550775975
591	9.545753052
592	9.543335166
593	9.539467169
594	9.532896867
595	9.531729641
596	9.529636554
597	9.528890874
598	9.527190922
599	9.522197718
600	9.521509223
601	9.517027912
602	9.515267204
603	9.513181838
604	9.506815461
