iter	RMSE
656	2.742349249
657	2.739820737
658	2.739127253
659	2.738282801
660	2.734589034
661	2.734108178
662	2.732329535
663	2.730163881
664	2.729646572
665	2.727097873
666	2.725998264
667	2.725546502
668	2.723017031
669	2.721263188
670	2.717133507
671	2.715578924
672	2.711927013
673	2.711546518
674	2.710496535
675	2.70959572
676	2.706827263
677	2.704828094
678	2.704530917
679	2.703935589
680	2.700859891
681	2.69735828
682	2.696602235
683	2.694650668684	2.69378560685	2.623810038
686	2.623128699
687	2.621893206
688	2.619448791
689	2.61669053
690	2.614624542
691	2.612747235
692	2.610679883
693	2.608913646
694	2.607395335
695	2.605471492
696	2.604581581
697	2.603914359
698	2.601543489
699	2.599939051
700	2.598755504
701	2.597622494
702	2.595370504
703	2.59312818
704	2.591217182
705	2.587353019
706	2.585810231
707	2.583813141
708	2.583095198
709	2.581208194
710	2.577782825
711	2.5768118
712	2.575402796
713	2.574949056
714	2.574311633
715	2.571870741
716	2.570290208
717	2.569329585
718	2.568555708
719	2.567552105
720	2.566900815
721	2.56538795
722	2.5624313
723	2.557507829
724	2.555655027
725	2.553518225
726	2.552546885
727	2.550884582
728	2.549652027
729	2.548863957
730	2.546975713
731	2.544996786
732	2.54378232
733	2.543246285
734	2.542366799
735	2.540547747
736	2.540047873
737	2.539368697
738	2.537496507
739	2.536655237
740	2.535686821
741	2.532170068
742	2.529279871
743	2.526418363
744	2.525345009
745	2.524020553
746	2.521660832
747	2.520150076
748	2.515481772
749	2.515202255
750	2.514737747
751	2.512835175
752	2.509519478
753	2.507651927
754	2.504302117
755	2.503660134
756	2.502535028
757	2.501434014
758	2.499156302
759	2.498250271
760	2.497860263
761	2.49621957
762	2.495881002
763	2.494085663
764	2.492973634
765	2.49171114
766	2.489879778
767	2.488403914
768	2.487471898
769	2.483898636
770	2.483086182
771	2.481227425
772	2.479374485
773	2.477530737
774	2.475648185
775	2.473650433
776	2.473128084
777	2.471366545
778	2.470737409
779	2.469034094
780	2.468540802
781	2.46699113
782	2.465991603
783	2.464347229
784	2.464142398
785	2.4631052
786	2.462189512
787	2.461566628
788	2.46023547
789	2.458932066
790	2.458359557
791	2.457447247
792	2.455647538
793	2.454886379
794	2.453594048
795	2.452438908
796	2.450478208
797	2.449356736
798	2.448668743
799	2.446838748
800	2.445493681
801	2.444729238
802	2.442732246
803	2.440734284
804	2.439848501
805	2.439080457
806	2.437325365
807	2.436151963
808	2.433022647
809	2.431792314
810	2.430514422
811	2.428993164
812	2.428841361
813	2.426534971
814	2.425861832
815	2.424743596
816	2.422074131
817	2.420400812
818	2.419647513
819	2.418947577
820	2.41673594
821	2.4163014
822	2.415995658
823	2.413783421
824	2.413470682
825	2.410489516
826	2.408775754
827	2.407938597
828	2.406177478
829	2.405254537
830	2.404839345
831	2.404085217
832	2.402384326
833	2.401616511
834	2.400286875
835	2.397834533
836	2.396968809
837	2.396550751
838	2.395918997
839	2.39486421
840	2.394345223
841	2.392873213
842	2.391285143
843	2.39032874
844	2.389651194
845	2.387962447
846	2.386011838
847	2.384852162
848	2.384190459
849	2.383472365
850	2.383106397
851	2.378034684
852	2.37543952
853	2.374643182
854	2.372999052
855	2.371783106
856	2.369269631
857	2.368235583
858	2.367147924
859	2.366004188
860	2.362344537
861	2.360650429
862	2.357726869
863	2.354905174
864	2.354800807
865	2.352805437
866	2.352101244
867	2.350707528
868	2.3480142
869	2.347309148
870	2.346398535
871	2.343903106
872	2.342984931
873	2.341147161
874	2.339723349
875	2.339262034
876	2.337828302
877	2.33713618
878	2.335089178
879	2.333411084
880	2.333144684
881	2.332400893
882	2.331766798
883	2.330723483
884	2.330046682
885	2.3274906
886	2.326038437
887	2.322942144
888	2.321604695
889	2.320490948
890	2.31800908
891	2.317731646
892	2.316945071
893	2.3165345
894	2.315604542
895	2.314385004
896	2.3136072
897	2.31276186
898	2.311605159
899	2.310137521
900	2.309562274
901	2.30908006
902	2.306408471
903	2.305352856
904	2.305056246
905	2.303765616
906	2.303391802
907	2.302408204
908	2.299518883
909	2.298489876
910	2.295630735
911	2.295192907
912	2.29459735
913	2.293740232
914	2.292617319
915	2.289809583
916	2.288366331
917	2.287612793
918	2.286498875
919	2.285655624
920	2.283726277
921	2.283029678
922	2.281476947
923	2.279413493
924	2.278608245
925	2.278497507
926	2.27779318
927	2.275890444
928	2.274934929
929	2.27395346
930	2.272413595
931	2.271061796
932	2.269502401
933	2.268939933
934	2.266523731
935	2.265680816
936	2.264338999
937	2.262987434
938	2.262114893
939	2.261371842
940	2.261069811
941	2.258933518
942	2.258119473
943	2.256971673
944	2.256241978
945	2.254450458
946	2.253440619
947	2.253086398
948	2.251341616
949	2.250934511
950	2.249453417
951	2.246746524
952	2.246456355
953	2.244951214
954	2.243375228
955	2.242870763
956	2.241189158
957	2.241054675
958	2.238945272
959	2.238242063
960	2.238139249
961	2.234806653
962	2.233987956
963	2.233475535
964	2.232249204
965	2.231560775
966	2.230228322
967	2.227326445
968	2.224781879
969	2.223806224
970	2.220833155
971	2.219600937
972	2.21868742
973	2.218049904
974	2.216452883
975	2.215816983
976	2.214870173
977	2.21148344
978	2.210238647
979	2.208252753
980	2.208179305
981	2.206565397
982	2.205233662
983	2.204191222
984	2.202576667
985	2.202492072
986	2.201567982
987	2.200977987
988	2.200027531
989	2.199303792
990	2.198516135
991	2.197869222
992	2.195937876
993	2.193892516
994	2.193661884
995	2.191416791
996	2.19064085
997	2.190378132
998	2.190117789
999	2.189239688
21513436
55038
