OBJECTID,year,state,st_case,veh_no,a_wrongwaydrv,a_drdis,a_drdro,a_vrd,a_body,a_imp1,a_vroll,a_lic_s,a_lic_c,a_cdl_s,a_mc_l_s,a_spveh,a_sbus,a_mod_yr,a_fire_exp,a_imp2
14486,2022,12,121415,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2001,1,
14487,2022,12,121416,1,2,2,2,1,3,4,1,1,1,2,4,2,3,2011,1,
14488,2022,12,121417,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14489,2022,12,121418,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2006,1,
14490,2022,12,121420,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
14491,2022,12,121420,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2015,1,
14492,2022,12,121420,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
14493,2022,12,121423,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1,
14494,2022,12,121423,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2021,1,
14495,2022,12,121424,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2021,1,
14496,2022,12,121425,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2016,1,
14497,2022,12,121425,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2019,1,
14498,2022,12,121426,1,2,2,2,2,7,1,2,4,1,2,1,2,3,2021,1,
14499,2022,12,121426,2,2,2,2,2,7,1,2,4,1,2,1,2,3,2018,1,
14500,2022,12,121426,3,2,2,2,2,7,1,2,4,1,2,1,2,3,2022,1,
14501,2022,12,121426,4,2,2,2,2,7,1,2,4,1,2,1,2,3,2009,1,
14502,2022,12,121426,5,2,2,2,2,3,6,2,1,1,2,4,2,3,2007,1,
14503,2022,12,121427,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2000,1,
14504,2022,12,121427,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2006,1,
14505,2022,12,121428,1,2,2,2,1,4,1,1,1,1,2,4,2,3,2007,1,
14506,2022,12,121429,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1,
14507,2022,12,121430,1,2,2,2,1,1,2,2,3,3,3,4,2,3,2015,1,
14508,2022,12,121431,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1,
14509,2022,12,121432,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2005,1,
14510,2022,12,121432,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2021,1,
14511,2022,12,121433,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2014,1,
14512,2022,12,121434,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1,
14513,2022,12,121435,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2004,1,
14514,2022,12,121435,2,2,2,2,2,1,4,2,3,3,3,4,2,3,2022,1,
14515,2022,12,121436,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2005,1,
14516,2022,12,121437,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2013,1,
14517,2022,12,121438,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
14518,2022,12,121438,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2020,1,
14519,2022,12,121440,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14520,2022,12,121441,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1,
14521,2022,12,121442,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2013,1,
14522,2022,12,121443,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2004,1,
14523,2022,12,121443,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2018,1,
14524,2022,12,121443,3,2,2,2,2,3,4,2,1,1,2,4,2,3,2013,1,
14525,2022,12,121444,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2021,1,
14526,2022,12,121444,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2000,1,
14527,2022,12,121444,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1,
14528,2022,12,121445,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14529,2022,12,121446,1,2,2,2,1,1,6,2,3,3,3,4,2,3,2010,1,
14530,2022,12,121446,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2006,1,
14531,2022,12,121448,1,2,2,2,2,3,3,2,1,1,2,4,2,3,2015,1,
14532,2022,12,121448,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2017,1,
14533,2022,12,121449,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2011,1,
14534,2022,12,121449,2,2,1,2,2,3,5,2,2,2,2,4,2,3,2009,1,
14535,2022,12,121451,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1,
14536,2022,12,121452,1,2,2,2,1,1,5,2,1,1,2,4,2,3,2012,1,
14537,2022,12,121453,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14538,2022,12,121454,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
14539,2022,12,121455,1,2,2,2,2,9,1,1,1,1,1,4,1,3,9998,1,
14540,2022,12,121455,2,2,2,2,2,9,1,1,1,1,2,4,2,3,9998,1,
14541,2022,12,121456,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2008,1,
14542,2022,12,121457,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2015,1,
14543,2022,12,121458,1,2,2,2,1,1,3,1,1,1,2,4,1,3,2002,1,
14544,2022,12,121460,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
14545,2022,12,121460,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
14546,2022,12,121461,1,2,2,2,1,3,6,1,2,2,2,4,1,3,2012,1,
14547,2022,12,121462,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14548,2022,12,121462,2,2,2,2,2,1,6,2,1,1,2,4,2,3,2021,1,
14549,2022,12,121463,1,2,2,2,1,3,1,1,2,2,2,4,2,3,2006,1,
14550,2022,12,121464,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
14551,2022,12,121464,2,2,2,2,2,6,4,1,2,2,2,4,2,3,2017,1,
14552,2022,12,121465,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2012,1,
14553,2022,12,121465,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2022,1,
14554,2022,12,121466,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2018,1,
14555,2022,12,121467,1,2,1,2,2,4,1,2,1,1,2,4,2,3,2018,1,
14556,2022,12,121468,1,2,2,2,1,9,1,1,1,1,2,4,2,3,2006,1,
14557,2022,12,121469,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2014,1,
14558,2022,12,121469,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
14559,2022,12,121470,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2009,1,
14560,2022,12,121470,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2019,1,
14561,2022,12,121471,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2019,1,
14562,2022,12,121471,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
14563,2022,12,121472,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2017,1,
14564,2022,12,121472,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2008,1,
14565,2022,12,121473,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2007,1,
14566,2022,12,121473,2,2,2,2,2,4,3,2,1,1,2,4,2,3,2013,1,
14567,2022,12,121474,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
14568,2022,12,121474,2,2,2,2,2,7,4,2,4,2,2,2,2,3,2022,1,
14569,2022,12,121475,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2015,1,
14570,2022,12,121475,2,2,2,2,2,3,4,2,1,1,1,4,2,3,2018,1,
14571,2022,12,121475,3,2,2,2,2,6,2,2,1,1,1,4,2,3,2020,1,
14572,2022,12,121476,1,2,1,2,2,3,2,2,1,1,2,4,2,3,2014,1,
14573,2022,12,121476,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1,
14574,2022,12,121477,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2008,2,
14575,2022,12,121477,2,2,2,2,2,3,3,1,1,1,2,4,2,3,2015,1,
14576,2022,12,121478,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2020,1,
14577,2022,12,121478,2,2,2,2,2,7,2,2,4,2,2,3,1,3,2007,1,
14578,2022,12,121479,1,2,2,2,1,2,2,1,1,1,1,4,2,3,2007,1,
14579,2022,12,121480,1,2,2,2,1,7,2,2,4,1,2,1,1,3,2021,1,
14580,2022,12,121481,1,2,2,2,1,2,5,2,1,1,2,4,2,3,2008,1,
14581,2022,12,121482,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2009,1,
14582,2022,12,121482,2,2,2,2,2,3,3,1,1,1,2,4,2,3,2005,1,
14583,2022,12,121483,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2004,1,
14584,2022,12,121483,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2019,1,
14585,2022,12,121484,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2019,1,
14586,2022,12,121484,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1,
14587,2022,12,121485,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2012,2,
14588,2022,12,121486,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2005,1,
14589,2022,12,121486,2,2,2,2,2,3,4,2,2,2,2,4,2,3,2008,1,
14590,2022,12,121488,1,2,2,2,2,3,3,2,1,1,2,4,2,3,2013,1,
14591,2022,12,121488,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2019,1,
14592,2022,12,121489,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2022,1,
14593,2022,12,121489,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2017,1,
14594,2022,12,121490,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1,
14595,2022,12,121491,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1997,1,
14596,2022,12,121491,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2010,1,
14597,2022,12,121492,1,2,2,2,1,3,2,2,1,1,2,4,1,3,2010,1,
14598,2022,12,121493,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1987,1,
14599,2022,12,121493,2,2,2,2,2,4,6,2,1,1,2,4,2,3,2018,1,
14600,2022,12,121494,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14601,2022,12,121495,1,2,2,2,2,3,2,1,1,1,2,4,2,3,2001,1,
14602,2022,12,121495,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2018,1,
14603,2022,12,121497,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,1,
14604,2022,12,121497,2,2,2,2,2,7,2,2,4,2,2,3,1,3,2021,1,
14605,2022,12,121498,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
14606,2022,12,121498,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
14607,2022,12,121499,1,2,2,2,2,7,1,2,4,2,2,2,2,3,9999,1,
14608,2022,12,121500,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2017,1,
14609,2022,12,121501,1,2,2,2,1,7,2,2,4,2,2,3,2,3,9999,1,
14610,2022,12,121502,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2016,1,
14611,2022,12,121502,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2004,1,
14612,2022,12,121503,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2015,1,
14613,2022,12,121503,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1,
14614,2022,12,121504,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2012,1,
14615,2022,12,121505,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2006,1,
14616,2022,12,121505,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2012,1,
14617,2022,12,121506,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2006,1,
14618,2022,12,121507,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2017,1,
14619,2022,12,121508,1,2,2,2,1,2,1,1,2,2,2,4,2,3,2001,1,
14620,2022,12,121509,1,1,2,2,2,2,2,2,2,2,2,4,2,3,2013,1,
14621,2022,12,121509,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1,
14622,2022,12,121510,1,2,2,2,2,7,1,2,4,1,2,1,2,3,2006,1,
14623,2022,12,121510,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2020,1,
14624,2022,12,121511,1,2,2,2,2,3,2,2,3,3,3,4,2,3,2009,1,
14625,2022,12,121512,1,1,2,2,2,3,2,1,1,1,2,4,2,3,2022,1,
14626,2022,12,121512,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2016,1,
14627,2022,12,121513,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2019,1,
14628,2022,12,121513,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2002,1,
14629,2022,12,121514,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2008,1,
14630,2022,12,121514,2,2,2,2,2,4,3,1,1,1,2,4,2,3,2020,1,
14631,2022,12,121515,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2002,1,
14632,2022,12,121515,2,2,2,2,2,6,2,2,1,2,1,4,2,3,2007,1,
14633,2022,12,121516,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2021,1,
14634,2022,12,121516,2,2,2,2,2,7,4,2,4,2,2,3,2,3,2006,1,
14635,2022,12,121517,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2021,1,
14636,2022,12,121517,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
14637,2022,12,121518,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
14638,2022,12,121519,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2011,2,
14639,2022,12,121520,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2004,1,
14640,2022,12,121520,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2008,1,
14641,2022,12,121521,1,2,2,2,1,7,2,2,4,1,2,1,1,3,2002,1,
14642,2022,12,121522,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2021,1,
14643,2022,12,121523,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
14644,2022,12,121524,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
14645,2022,12,121524,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
14646,2022,12,121525,1,2,2,2,2,4,2,2,1,1,2,4,2,3,1998,1,
14647,2022,12,121526,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1,
14648,2022,12,121526,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2004,1,
14649,2022,12,121527,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1,
14650,2022,12,121527,2,2,2,2,2,2,4,1,1,1,2,4,2,3,2004,1,
14651,2022,12,121528,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2001,1,
14652,2022,12,121528,2,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14653,2022,12,121528,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
14654,2022,12,121529,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1,
14655,2022,12,121529,2,2,2,2,2,3,5,2,1,1,2,4,2,3,2014,1,
14656,2022,12,121529,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1,
14657,2022,12,121530,1,2,2,2,1,7,2,2,4,1,2,1,2,3,1999,1,
14658,2022,12,121531,1,2,2,2,1,3,1,1,1,1,1,4,2,3,1996,1,
14659,2022,12,121532,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2012,1,
14660,2022,12,121532,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2007,1,
14661,2022,12,121533,1,2,2,2,1,2,2,2,2,2,2,4,2,3,2000,1,
14662,2022,12,121533,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
14663,2022,12,121533,3,2,2,2,2,6,2,2,1,1,2,4,2,3,2016,1,
14664,2022,12,121534,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2005,1,
14665,2022,12,121535,1,2,2,2,1,7,2,2,4,2,2,3,2,3,2017,1,
14666,2022,12,121536,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2012,1,
14667,2022,12,121536,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2015,1,
14668,2022,12,121537,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2011,1,
14669,2022,12,121537,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2018,1,
14670,2022,12,121538,1,2,1,2,1,3,2,1,1,1,2,4,1,3,2007,1,
14671,2022,12,121539,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2020,1,
14672,2022,12,121541,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1,
14673,2022,12,121542,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2008,1,
14674,2022,12,121543,1,2,2,2,2,1,5,2,1,1,1,4,2,3,2020,1,
14675,2022,12,121543,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2002,1,
14676,2022,12,121544,1,2,2,2,1,2,2,2,2,2,2,4,2,3,2003,1,
14677,2022,12,121544,2,2,2,2,2,2,5,1,1,1,2,4,2,3,2021,1,
14678,2022,12,121545,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1,
14679,2022,12,121545,2,2,2,2,2,2,2,2,3,3,3,4,2,3,2018,1,
14680,2022,12,121545,3,2,2,2,2,1,4,2,3,3,3,4,2,3,2013,1,
14681,2022,12,121546,1,2,1,2,2,1,6,2,2,2,2,4,2,3,2020,2,
14682,2022,12,121547,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2010,1,
14683,2022,12,121547,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2020,1,
14684,2022,12,121548,1,1,2,2,1,1,2,2,1,1,2,4,2,3,2016,1,
14685,2022,12,121549,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1,
14686,2022,12,121550,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2010,1,
14687,2022,12,121550,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2000,1,
14688,2022,12,121551,1,2,2,2,1,7,1,1,4,1,2,1,2,3,2017,1,
14689,2022,12,121552,1,2,2,2,1,7,2,2,4,2,2,2,2,3,2007,1,
14690,2022,12,121553,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2007,1,
14691,2022,12,121553,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2019,1,
14692,2022,12,121554,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2017,1,
14693,2022,12,121554,2,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14694,2022,12,121555,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2005,1,
14695,2022,12,121555,2,2,2,2,2,1,5,2,2,2,2,4,2,3,2014,1,
14696,2022,12,121556,1,2,2,1,1,4,2,2,1,1,2,4,2,3,2014,1,
14697,2022,12,121556,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
14698,2022,12,121557,1,1,1,2,2,1,2,2,1,1,2,4,2,3,2018,1,
14699,2022,12,121557,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2021,1,
14700,2022,12,121558,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1,
14701,2022,12,121558,2,2,2,2,2,3,5,2,1,1,2,4,2,3,2019,1,
14702,2022,12,121559,1,2,2,2,1,2,2,1,2,2,2,4,2,3,2005,2,
14703,2022,12,121561,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2022,1,
14704,2022,12,121561,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,1,
14705,2022,12,121562,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1,
14706,2022,12,121562,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2016,1,
14707,2022,12,121563,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2008,1,
14708,2022,12,121563,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2021,1,
14709,2022,12,121563,3,2,2,2,2,3,4,2,1,1,2,4,2,3,2019,1,
14710,2022,12,121564,1,2,2,2,1,1,1,2,1,1,2,4,2,3,2007,1,
14711,2022,12,121565,1,2,2,2,1,3,2,2,2,2,2,4,2,3,2022,1,
14712,2022,12,121566,1,2,2,2,1,7,2,2,4,1,2,1,2,3,9999,1,
14713,2022,12,121567,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2003,1,
14714,2022,12,121567,2,2,2,2,2,7,2,2,4,2,2,3,2,3,1986,1,
14715,2022,12,121568,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2011,1,
14716,2022,12,121568,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2006,1,
14717,2022,12,121569,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2019,1,
14718,2022,12,121569,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1,
14719,2022,12,121570,1,2,1,2,2,3,2,2,1,1,2,4,2,3,2003,1,
14720,2022,12,121570,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
14721,2022,12,121571,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2016,1,
14722,2022,12,121571,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2010,1,
14723,2022,12,121572,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
14724,2022,12,121572,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1,
14725,2022,12,121572,3,2,2,2,2,3,4,2,1,1,2,4,2,3,2008,1,
14726,2022,12,121573,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2015,1,
14727,2022,12,121573,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1,
14728,2022,12,121574,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1,
14729,2022,12,121574,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1,
14730,2022,12,121575,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
14731,2022,12,121576,1,2,2,2,1,3,2,2,1,1,1,4,2,3,2021,1,
14732,2022,12,121576,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2017,1,
14733,2022,12,121577,1,2,2,2,1,7,2,2,4,2,2,3,2,3,2016,1,
14734,2022,12,121578,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2012,1,
14735,2022,12,121579,1,2,2,2,2,7,1,2,4,2,1,3,1,3,2019,1,
14736,2022,12,121580,1,2,2,2,1,3,2,2,2,2,2,4,2,3,2020,2,
14737,2022,12,121581,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2000,1,
14738,2022,12,121582,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2010,1,
14739,2022,12,121582,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1,
14740,2022,12,121583,1,2,2,2,2,9,2,2,1,1,2,4,2,3,2012,1,
14741,2022,12,121583,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2011,1,
14742,2022,12,121584,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2019,1,
14743,2022,12,121585,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1,
14744,2022,12,121585,2,2,2,2,2,7,1,2,4,1,2,1,2,3,2004,1,
14745,2022,12,121586,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2001,1,
14746,2022,12,121586,2,2,2,2,2,6,5,2,1,1,2,4,2,3,2017,1,
14747,2022,12,121587,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2006,1,
14748,2022,12,121588,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
14749,2022,12,121588,2,2,2,2,2,1,4,2,2,2,2,4,2,3,2007,1,
14750,2022,12,121590,1,2,2,2,2,1,4,2,3,3,3,4,2,3,2004,1,
14751,2022,12,121590,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
14752,2022,12,121590,3,2,2,2,2,6,3,2,1,1,1,4,2,3,2020,1,
14753,2022,12,121591,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2006,2,
14754,2022,12,121593,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1,
14755,2022,12,121595,1,2,2,2,1,6,2,2,2,2,2,4,2,3,2012,1,
14756,2022,12,121596,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2010,1,
14757,2022,12,121597,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
14758,2022,12,121598,1,2,2,2,1,2,4,2,2,2,2,4,1,3,2001,1,
14759,2022,12,121598,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2003,1,
14760,2022,12,121598,3,2,2,2,2,6,2,2,1,1,1,4,2,3,2003,1,
14761,2022,12,121598,4,2,2,2,2,3,2,2,1,1,1,4,2,3,2021,1,
14762,2022,12,121599,1,1,2,2,2,1,2,2,2,2,2,4,2,3,2003,1,
14763,2022,12,121599,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1,
14764,2022,12,121600,1,2,2,2,2,3,2,2,1,1,1,4,2,3,2013,1,
14765,2022,12,121601,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
14766,2022,12,121602,1,2,1,2,1,1,2,2,2,2,2,4,2,3,2010,1,
14767,2022,12,121602,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2002,1,
14768,2022,12,121603,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1,
14769,2022,12,121604,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2022,1,
14770,2022,12,121604,2,2,2,2,2,1,2,2,3,3,3,4,2,3,2019,1,
14771,2022,12,121606,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2019,1,
14772,2022,12,121606,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2009,1,
14773,2022,12,121607,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2016,1,
14774,2022,12,121607,2,2,2,2,2,3,2,1,1,1,2,4,2,3,2016,1,
14775,2022,12,121608,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2016,1,
14776,2022,12,121608,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2016,1,
14777,2022,12,121608,3,2,2,2,2,1,5,2,1,1,2,4,2,3,2017,1,
14778,2022,12,121609,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2001,1,
14779,2022,12,121609,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1,
14780,2022,12,121611,1,2,2,2,1,1,2,1,2,2,2,4,2,3,2013,1,
14781,2022,12,121612,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2021,1,
14782,2022,12,121613,1,2,2,2,2,2,4,2,3,3,3,4,2,3,2010,1,
14783,2022,12,121613,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2012,1,
14784,2022,12,121614,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2022,1,
14785,2022,12,121614,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2022,1,
14786,2022,12,121615,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2012,1,
14787,2022,12,121615,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2005,1,
14788,2022,12,121616,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2004,1,
14789,2022,12,121617,1,2,1,2,1,1,2,2,1,1,2,4,2,3,2017,1,
14790,2022,12,121617,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2016,1,
14791,2022,12,121618,1,2,2,2,2,9,4,2,2,2,2,4,2,3,2006,1,
14792,2022,12,121618,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1,
14793,2022,12,121618,3,2,2,2,2,9,4,2,1,1,2,4,2,3,2021,1,
