OBJECTID,year,state,st_case,veh_no,a_wrongwaydrv,a_drdis,a_drdro,a_vrd,a_body,a_imp1,a_vroll,a_lic_s,a_lic_c,a_cdl_s,a_mc_l_s,a_spveh,a_sbus,a_mod_yr,a_fire_exp,a_imp2
1,2022,1,10001,1,2,2,2,2,3,3,1,1,1,2,4,2,3,2016,1,
2,2022,1,10001,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2021,1,
3,2022,1,10002,1,1,2,2,2,1,2,2,2,2,2,4,2,3,2019,1,
4,2022,1,10002,2,2,2,2,2,3,2,1,1,1,2,4,2,3,2012,1,
5,2022,1,10003,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2006,1,
6,2022,1,10004,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2015,1,
7,2022,1,10005,1,2,2,2,1,9,2,2,3,3,3,4,2,3,9999,1,
8,2022,1,10006,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1,
9,2022,1,10007,1,2,2,2,2,6,4,2,3,3,3,4,2,3,2022,1,
10,2022,1,10007,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
11,2022,1,10008,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2002,1,
12,2022,1,10009,1,2,2,2,2,4,3,2,1,1,2,4,2,3,2013,1,
13,2022,1,10009,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
14,2022,1,10010,1,2,2,2,1,6,2,2,2,2,2,4,2,3,2020,1,
15,2022,1,10011,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2019,1,
16,2022,1,10012,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
17,2022,1,10012,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2011,1,
18,2022,1,10013,1,2,1,2,1,3,2,2,1,1,2,4,2,3,2017,1,
19,2022,1,10013,2,2,2,2,2,3,2,2,1,1,2,4,2,3,1999,1,
20,2022,1,10014,1,2,2,1,1,1,2,2,1,1,2,4,2,3,2007,1,
21,2022,1,10014,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
22,2022,1,10015,1,2,2,2,1,3,2,2,2,2,2,4,1,3,1996,1,
23,2022,1,10016,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2011,1,
24,2022,1,10017,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2006,1,
25,2022,1,10018,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2005,1,
26,2022,1,10019,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2020,1,
27,2022,1,10020,1,2,2,2,1,2,5,1,1,1,2,4,2,3,2005,1,
28,2022,1,10021,1,2,2,2,1,3,2,2,1,1,1,4,1,3,2018,1,
29,2022,1,10022,1,2,2,2,1,2,1,1,1,1,1,4,2,3,2003,1,
30,2022,1,10023,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2006,1,
31,2022,1,10023,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2022,1,
32,2022,1,10024,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2004,1,
33,2022,1,10024,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2017,1,
34,2022,1,10024,3,2,2,2,2,1,4,2,2,2,2,4,2,3,2015,1,
35,2022,1,10025,1,2,2,2,2,3,2,2,1,1,2,4,2,3,1995,1,
36,2022,1,10026,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2004,1,
37,2022,1,10026,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2014,1,
38,2022,1,10027,1,2,2,2,2,2,3,2,2,2,2,4,2,3,2002,1,
39,2022,1,10028,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2015,1,
40,2022,1,10029,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
41,2022,1,10029,2,2,2,2,2,6,5,2,1,1,1,4,2,3,2021,1,
42,2022,1,10030,1,2,2,2,1,2,2,2,1,1,2,4,1,3,1995,1,
43,2022,1,10031,1,2,2,2,1,3,4,1,2,2,2,4,1,3,1997,1,
44,2022,1,10032,1,2,2,2,1,1,2,2,2,2,2,4,1,3,2003,1,
45,2022,1,10033,1,2,2,1,1,3,1,1,1,1,2,4,2,3,2002,1,
46,2022,1,10034,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2015,1,
47,2022,1,10035,1,2,2,2,1,3,1,1,2,2,2,4,1,3,2002,1,
48,2022,1,10036,1,2,2,2,1,2,2,1,1,1,2,4,2,3,1995,1,
49,2022,1,10037,1,2,2,2,1,3,2,2,1,1,2,4,2,3,1998,1,
50,2022,1,10038,1,2,2,2,1,1,5,1,1,1,2,4,2,3,2012,1,
51,2022,1,10039,1,2,1,2,1,1,2,2,1,1,2,4,2,3,2012,1,
52,2022,1,10039,2,2,2,2,2,4,2,2,1,1,2,4,2,3,2018,1,
53,2022,1,10039,3,2,2,2,2,2,4,2,1,1,2,4,2,3,2008,1,
54,2022,1,10040,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,1,
55,2022,1,10041,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
56,2022,1,10042,1,2,1,2,1,3,2,2,1,1,2,4,2,3,2004,1,
57,2022,1,10042,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2006,1,
58,2022,1,10043,1,2,2,2,2,1,3,2,2,2,2,4,2,3,2011,1,
59,2022,1,10044,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2007,1,
60,2022,1,10045,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2000,1,
61,2022,1,10046,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2004,1,
62,2022,1,10047,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2021,1,
63,2022,1,10047,2,2,2,2,2,3,5,2,1,1,2,4,2,3,2018,1,
64,2022,1,10047,3,2,2,2,2,2,2,2,1,1,2,4,2,3,2014,1,
65,2022,1,10048,1,2,2,2,2,2,5,2,1,1,2,4,2,3,2001,1,
66,2022,1,10048,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2015,1,
67,2022,1,10049,1,2,2,2,2,3,5,2,1,1,2,4,2,3,2017,1,
68,2022,1,10049,2,2,2,2,2,1,2,2,1,1,2,4,1,3,2018,1,
69,2022,1,10050,1,2,2,1,1,2,2,2,1,1,2,4,2,3,2016,1,
70,2022,1,10051,1,2,2,2,1,2,2,1,2,2,2,4,2,3,2002,2,
71,2022,1,10052,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2020,1,
72,2022,1,10052,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
73,2022,1,10053,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2010,1,
74,2022,1,10054,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2005,1,
75,2022,1,10055,1,2,2,2,2,2,3,2,3,3,3,4,2,3,9999,1,
76,2022,1,10056,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2000,1,
77,2022,1,10057,1,2,2,2,1,1,1,1,1,1,2,4,1,3,2006,1,
78,2022,1,10058,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2010,1,
79,2022,1,10059,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1,
80,2022,1,10060,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2018,1,
81,2022,1,10061,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2009,1,
82,2022,1,10062,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2020,2,
83,2022,1,10063,1,2,2,2,1,1,6,1,1,1,2,4,1,3,2011,1,
84,2022,1,10064,1,2,2,2,2,2,2,2,1,1,2,4,2,3,1994,1,
85,2022,1,10064,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2015,1,
86,2022,1,10064,3,2,2,2,2,1,4,2,2,2,2,4,2,3,2016,1,
87,2022,1,10065,1,2,2,2,1,6,2,2,1,1,1,4,2,3,2006,1,
88,2022,1,10065,2,2,2,2,2,1,2,2,1,1,1,4,2,3,2011,1,
89,2022,1,10066,1,2,2,2,2,7,1,2,4,1,2,1,2,3,2004,1,
90,2022,1,10066,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2014,1,
91,2022,1,10067,1,2,2,2,1,2,2,2,2,2,2,4,2,3,1999,1,
92,2022,1,10068,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1,
93,2022,1,10068,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1,
94,2022,1,10069,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
95,2022,1,10069,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2020,1,
96,2022,1,10070,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2020,1,
97,2022,1,10071,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2007,1,
98,2022,1,10071,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2022,1,
99,2022,1,10072,1,2,2,2,2,3,2,2,1,1,1,4,2,3,2011,1,
100,2022,1,10072,2,2,2,2,2,9,4,1,1,1,2,4,2,3,2016,1,
101,2022,1,10073,1,2,2,2,2,2,3,2,1,1,2,4,2,3,2002,1,
102,2022,1,10073,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2001,1,
103,2022,1,10074,1,2,1,2,2,1,2,2,1,1,2,4,2,3,1999,1,
104,2022,1,10074,2,2,2,2,2,7,4,2,4,1,2,1,1,3,2014,1,
105,2022,1,10075,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2020,1,
106,2022,1,10076,1,2,2,2,1,3,1,1,2,2,2,4,2,3,2006,1,
107,2022,1,10076,2,2,2,2,2,1,2,2,1,1,1,4,2,3,2004,1,
108,2022,1,10077,1,2,2,2,2,2,2,2,2,2,2,4,2,3,1998,1,
109,2022,1,10078,1,2,2,2,1,2,2,1,1,1,2,4,1,3,2005,1,
110,2022,1,10079,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2005,1,
111,2022,1,10080,1,2,2,1,1,1,2,2,1,1,2,4,2,3,2019,1,
112,2022,1,10080,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2006,1,
113,2022,1,10080,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1,
114,2022,1,10081,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2020,1,
115,2022,1,10081,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2018,2,
116,2022,1,10081,3,2,2,2,2,2,4,1,1,1,2,4,2,3,2008,1,
117,2022,1,10081,4,2,2,2,2,1,4,2,1,1,2,4,2,3,2015,1,
118,2022,1,10081,5,2,2,2,2,3,4,2,1,1,2,4,2,3,2022,1,
119,2022,1,10082,1,2,1,2,2,2,2,1,1,1,2,4,2,3,2006,1,
120,2022,1,10082,2,2,2,2,2,1,4,2,2,2,2,4,2,3,2007,1,
121,2022,1,10082,3,2,2,2,2,6,4,2,1,1,1,4,2,3,2004,1,
122,2022,1,10083,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2003,1,
123,2022,1,10083,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1,
124,2022,1,10084,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2000,2,
125,2022,1,10085,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2013,1,
126,2022,1,10085,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2020,1,
127,2022,1,10086,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1,
128,2022,1,10087,1,2,2,2,2,2,4,2,3,3,3,4,2,3,1997,1,
129,2022,1,10087,2,2,2,2,2,1,2,2,1,1,1,4,2,3,1997,1,
130,2022,1,10088,1,2,2,2,1,6,2,2,1,2,2,4,2,3,2011,1,
131,2022,1,10089,1,2,2,2,2,2,3,1,1,1,2,4,2,3,2006,1,
132,2022,1,10089,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2020,1,
133,2022,1,10090,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2006,1,
134,2022,1,10090,2,2,2,2,2,3,2,2,1,1,1,4,2,3,2018,1,
135,2022,1,10091,1,2,2,2,2,6,5,2,1,1,2,4,2,3,2020,1,
136,2022,1,10092,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2002,1,
137,2022,1,10092,2,2,2,2,2,6,2,1,1,1,1,4,2,3,2007,1,
138,2022,1,10093,1,2,1,2,2,6,2,2,1,1,2,4,2,3,2018,1,
139,2022,1,10093,2,2,2,2,2,9,4,1,1,1,2,4,2,3,1998,1,
140,2022,1,10094,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2020,1,
141,2022,1,10095,1,2,2,2,1,3,2,1,1,1,2,4,1,3,2021,1,
142,2022,1,10096,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2013,1,
143,2022,1,10097,1,2,2,2,1,1,3,2,2,2,2,4,2,3,2011,1,
144,2022,1,10098,1,2,2,2,1,6,2,1,1,1,1,4,2,3,2010,1,
145,2022,1,10099,1,2,2,2,1,1,2,1,2,2,2,4,2,3,2008,1,
146,2022,1,10099,2,2,2,2,2,4,2,2,1,1,2,4,2,3,2017,1,
147,2022,1,10100,1,2,2,2,1,4,3,2,1,1,2,4,1,3,1998,1,
148,2022,1,10101,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2020,1,
149,2022,1,10101,2,2,2,2,2,2,6,2,1,1,2,4,2,3,2004,1,
150,2022,1,10102,1,2,2,2,2,4,2,2,2,2,2,4,2,3,2009,1,
151,2022,1,10102,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2015,1,
152,2022,1,10103,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2017,1,
153,2022,1,10104,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1,
154,2022,1,10104,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2013,1,
155,2022,1,10105,1,2,2,2,2,4,5,2,1,1,2,4,2,3,2005,1,
156,2022,1,10105,2,2,2,2,2,4,2,2,1,1,2,4,2,3,2019,1,
157,2022,1,10106,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2004,1,
158,2022,1,10106,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2012,1,
159,2022,1,10107,1,2,2,2,2,2,2,1,1,1,2,4,2,3,2011,1,
160,2022,1,10107,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2020,1,
161,2022,1,10108,1,2,2,2,1,1,2,1,2,2,2,4,1,3,2003,1,
162,2022,1,10109,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2005,1,
163,2022,1,10110,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1,
164,2022,1,10111,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2016,1,
165,2022,1,10111,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2018,1,
166,2022,1,10112,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2014,1,
167,2022,1,10113,1,2,2,2,1,1,2,2,1,2,2,4,2,3,2007,2,
168,2022,1,10113,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
169,2022,1,10114,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2007,1,
170,2022,1,10114,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2012,1,
171,2022,1,10115,1,2,2,2,1,3,1,1,1,1,2,4,1,3,1997,1,
172,2022,1,10116,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2019,1,
173,2022,1,10117,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2003,1,
174,2022,1,10118,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2007,1,
175,2022,1,10119,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2014,1,
176,2022,1,10120,1,2,2,2,1,6,2,1,1,1,2,4,2,3,2017,1,
177,2022,1,10121,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2006,1,
178,2022,1,10122,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2011,1,
179,2022,1,10123,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2003,1,
180,2022,1,10124,1,2,2,2,2,1,1,1,1,1,2,4,1,3,2005,1,
181,2022,1,10125,1,2,2,2,1,4,2,2,1,1,2,4,1,3,2007,1,
182,2022,1,10126,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2006,1,
183,2022,1,10127,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2014,1,
184,2022,1,10128,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2016,1,
185,2022,1,10128,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2019,1,
186,2022,1,10129,1,2,2,1,1,2,1,1,1,1,2,4,1,3,2008,1,
187,2022,1,10130,1,2,2,2,2,6,2,2,2,2,2,4,2,3,2011,1,
188,2022,1,10130,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2005,1,
189,2022,1,10130,3,2,2,2,2,2,4,2,1,1,2,4,2,3,2022,1,
190,2022,1,10131,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
191,2022,1,10131,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2015,1,
192,2022,1,10132,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2002,1,
193,2022,1,10132,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1,
194,2022,1,10133,1,1,2,2,2,1,2,2,2,2,2,4,2,3,2004,1,
195,2022,1,10133,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2018,1,
196,2022,1,10134,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2000,1,
197,2022,1,10134,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2022,1,
198,2022,1,10135,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1,
199,2022,1,10135,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2017,1,
200,2022,1,10136,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2010,1,
201,2022,1,10137,1,2,2,2,1,3,1,1,1,1,2,4,1,3,2005,1,
202,2022,1,10138,1,1,2,2,2,2,2,2,1,1,2,4,2,3,1995,1,
203,2022,1,10138,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1,
204,2022,1,10139,1,2,2,2,1,2,2,1,1,1,2,4,2,3,1998,1,
205,2022,1,10140,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2016,2,
206,2022,1,10140,2,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1,
207,2022,1,10140,3,2,2,2,2,6,2,2,1,1,2,4,2,3,2003,2,
208,2022,1,10140,4,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,2,
209,2022,1,10141,1,2,2,2,1,3,4,1,2,2,2,4,1,3,2011,1,
210,2022,1,10142,1,2,2,2,1,2,2,2,1,1,2,4,2,3,1996,1,
211,2022,1,10142,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2005,1,
212,2022,1,10143,1,2,2,2,2,6,2,2,1,1,1,4,2,3,1999,1,
213,2022,1,10143,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2016,1,
214,2022,1,10143,3,2,2,2,2,1,4,2,1,1,2,4,2,3,2009,1,
215,2022,1,10143,4,2,2,2,2,1,4,2,1,1,2,4,2,3,2018,1,
216,2022,1,10143,5,2,2,2,2,3,4,2,1,1,2,4,2,3,2011,1,
217,2022,1,10143,6,2,2,2,2,1,4,2,1,1,2,4,2,3,2013,1,
218,2022,1,10144,1,2,2,1,1,2,2,2,1,1,2,4,2,3,2014,1,
219,2022,1,10144,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2007,1,
220,2022,1,10145,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2011,1,
221,2022,1,10145,2,2,2,2,2,2,2,1,1,1,2,4,2,3,2005,1,
222,2022,1,10146,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1,
223,2022,1,10147,1,2,1,2,2,1,4,2,2,2,2,4,1,3,2016,1,
224,2022,1,10147,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2020,1,
225,2022,1,10148,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2007,1,
226,2022,1,10149,1,2,1,2,1,1,2,2,1,1,2,4,2,3,2009,1,
227,2022,1,10149,2,2,2,2,2,6,2,2,1,1,2,4,2,3,1991,1,
228,2022,1,10150,1,2,2,2,1,2,5,2,1,1,2,4,1,3,2007,2,
229,2022,1,10151,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1,
230,2022,1,10152,1,2,2,2,1,1,3,2,1,1,2,4,2,3,2011,1,
231,2022,1,10153,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2012,1,
232,2022,1,10153,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2017,1,
233,2022,1,10154,1,2,2,2,2,3,5,2,1,1,2,4,2,3,2007,1,
234,2022,1,10154,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2006,1,
235,2022,1,10155,1,2,2,2,1,1,3,2,1,1,2,4,2,3,2004,1,
236,2022,1,10156,1,2,2,2,2,2,2,2,3,3,3,4,1,3,9999,1,
237,2022,1,10157,1,2,2,2,1,6,3,1,1,1,1,4,2,3,2020,1,
238,2022,1,10158,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2019,1,
239,2022,1,10159,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2008,1,
240,2022,1,10160,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2006,1,
241,2022,1,10161,1,2,2,2,1,7,2,2,4,1,1,1,2,3,2020,1,
242,2022,1,10162,1,2,2,2,2,7,1,2,4,2,2,2,1,3,2008,1,
243,2022,1,10162,2,2,2,2,2,2,4,2,1,1,2,4,2,3,2015,1,
244,2022,1,10163,1,2,2,2,1,1,2,2,1,1,1,4,2,3,1997,1,
245,2022,1,10163,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2007,1,
246,2022,1,10164,1,2,2,2,2,2,2,2,2,2,2,4,2,3,1995,1,
247,2022,1,10164,2,2,2,2,2,2,5,2,2,2,2,4,2,3,1997,1,
248,2022,1,10165,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2003,1,
249,2022,1,10165,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2012,1,
250,2022,1,10166,1,2,2,1,1,1,2,1,1,1,2,4,1,3,2007,1,
251,2022,1,10167,1,2,1,2,1,6,1,1,1,1,2,4,2,3,2009,1,
252,2022,1,10168,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2007,1,
253,2022,1,10169,1,2,2,2,1,1,5,1,2,2,2,4,2,3,2011,1,
254,2022,1,10170,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2018,1,
255,2022,1,10170,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2010,1,
256,2022,1,10171,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1,
257,2022,1,10172,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2015,1,
258,2022,1,10173,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2011,1,
259,2022,1,10174,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2010,1,
260,2022,1,10174,2,2,2,2,2,2,4,1,1,1,2,4,2,3,1984,1,
261,2022,1,10175,1,2,2,1,1,6,2,2,1,1,1,4,2,3,2007,1,
262,2022,1,10176,1,2,2,2,1,1,2,2,1,1,1,4,2,3,2013,1,
263,2022,1,10176,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2021,1,
264,2022,1,10177,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2003,1,
265,2022,1,10177,2,2,2,2,2,2,4,2,1,1,2,4,2,3,1994,1,
266,2022,1,10178,1,2,2,2,2,3,3,2,1,1,2,4,2,3,2011,1,
267,2022,1,10178,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2007,1,
268,2022,1,10179,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1,
269,2022,1,10180,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2007,1,
270,2022,1,10181,1,2,2,2,2,4,3,2,1,1,2,4,2,3,2013,1,
271,2022,1,10181,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1,
272,2022,1,10181,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,1,
273,2022,1,10182,1,2,2,2,2,7,2,2,4,2,2,3,2,3,2016,1,
274,2022,1,10182,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1,
275,2022,1,10183,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2006,1,
276,2022,1,10184,1,2,2,2,1,1,5,2,2,2,2,4,2,3,2000,1,
277,2022,1,10185,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1,
278,2022,1,10186,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1,
279,2022,1,10186,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1,
280,2022,1,10187,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2016,1,
281,2022,1,10187,2,2,2,2,2,7,4,2,4,2,2,2,2,3,2003,1,
282,2022,1,10188,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2010,1,
283,2022,1,10188,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2006,1,
284,2022,1,10189,1,2,2,2,2,3,4,2,3,3,3,4,2,3,2008,1,
285,2022,1,10189,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2022,1,
286,2022,1,10189,3,2,2,2,2,6,2,2,1,1,2,4,2,3,2008,1,
287,2022,1,10189,4,2,2,2,2,6,2,2,1,1,1,4,2,3,2019,1,
288,2022,1,10190,1,2,2,2,2,7,4,2,4,2,2,3,2,3,2004,1,
289,2022,1,10190,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2007,1,
290,2022,1,10191,1,2,2,2,1,1,3,2,2,2,2,4,1,3,2007,1,
291,2022,1,10192,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2019,1,
292,2022,1,10192,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2021,1,
293,2022,1,10193,1,2,2,2,2,1,5,2,2,2,2,4,2,3,2013,1,
294,2022,1,10193,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2009,1,
295,2022,1,10194,1,2,2,2,1,4,2,2,2,2,2,4,2,3,1997,1,
296,2022,1,10194,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2014,1,
297,2022,1,10195,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2001,1,
298,2022,1,10195,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2022,1,
299,2022,1,10196,1,2,2,2,1,3,2,2,1,1,1,4,1,3,2021,1,
300,2022,1,10197,1,2,2,2,1,9,2,1,1,1,2,4,2,3,2001,1,
301,2022,1,10198,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2013,1,
302,2022,1,10199,1,2,2,2,2,1,5,2,3,3,3,4,2,3,2012,1,
303,2022,1,10199,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1,
304,2022,1,10200,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1992,1,
305,2022,1,10201,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2015,1,
306,2022,1,10202,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2008,1,
307,2022,1,10203,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2005,1,
308,2022,1,10204,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2001,1,
309,2022,1,10205,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2004,1,
310,2022,1,10205,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2014,1,
311,2022,1,10206,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2009,1,
312,2022,1,10207,1,2,2,2,1,1,2,2,1,1,1,4,2,3,2001,1,
313,2022,1,10207,2,2,2,2,2,3,2,2,1,1,1,4,2,3,2021,1,
314,2022,1,10208,1,2,2,2,1,3,2,1,2,2,2,4,1,3,2010,1,
315,2022,1,10209,1,2,2,1,1,9,2,1,1,1,2,4,2,3,1994,1,
