station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,county_name,sample_count,sample_date_min,sample_date_max
47023,Frank Sieferman,Frank Sieferman New Well,01N01E01A001M,Groundwater,33,-121,Yolo,1,6/23/2008 15:00,6/23/2008 15:00
6134,01N01E33K001M,01N01E33K001M,01N01E33K001M,Groundwater,37.8868,-121.8682,Contra Costa,1,5/20/1981 13:45,5/20/1981 13:45
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,9,7/23/1974 15:15,8/16/1990 12:15
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,9,8/4/1972 15:00,9/15/1989 8:00
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,9,8/3/1973 9:30,9/15/1989 9:15
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,1,7/5/1973 0:00,7/5/1973 0:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,1,7/5/1973 0:00,7/5/1973 0:00
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,10,8/4/1972 12:15,8/16/1990 13:30
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,1,5/1/1979 0:00,5/1/1979 0:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,1,5/1/1979 0:00,5/1/1979 0:00
6144,01N02E13H001M,01N02E13H001M,01N02E13H001M,Groundwater,37.9338,-121.6989,Contra Costa,7,7/19/1974 10:30,7/15/1988 10:30
6145,01N02E23N001M,01N02E23N001M,01N02E23N001M,Groundwater,37.9121,-121.731,Contra Costa,2,5/1/1979 0:00,6/14/1982 15:50
6146,01N02E24M001M,01N02E24M001M,01N02E24M001M,Groundwater,37.9157,-121.7127,Contra Costa,1,6/15/1982 9:30,6/15/1982 9:30
6147,01N02E24R002M,01N02E24R002M,01N02E24R002M,Groundwater,37.9121,-121.6989,Contra Costa,1,6/15/1982 10:15,6/15/1982 10:15
6148,01N02E25F001M,01N02E25F001M,01N02E25F001M,Groundwater,37.9049,-121.7081,Contra Costa,1,5/1/1979 0:00,5/1/1979 0:00
6149,01N02E25G001M,01N02E25G001M,01N02E25G001M,Groundwater,37.9049,-121.7035,Contra Costa,3,11/19/1980 11:50,6/2/1982 12:00
6150,01N02E26H001M,01N02E26H001M,01N02E26H001M,Groundwater,37.9049,-121.7172,Contra Costa,2,11/19/1980 11:15,5/7/1981 15:30
6151,01N02E35F001M,01N02E35F001M,01N02E35F001M,Groundwater,37.8904,-121.7264,Contra Costa,2,11/19/1980 9:45,5/7/1981 13:45
6152,01N02W05A002S,01N02W05A002S,01N02W05A002S,Groundwater,34.2056,-117.1051,San Bernardino,4,5/20/1953 0:00,8/27/1956 0:00
6153,01N02W05D001S,01N02W05D001S,01N02W05D001S,Groundwater,34.2056,-117.1183,San Bernardino,1,8/31/1954 0:00,8/31/1954 0:00
6154,01N02W05D002S,01N02W05D002S,01N02W05D002S,Groundwater,34.2056,-117.1183,San Bernardino,1,8/26/1954 0:00,8/26/1954 0:00
6155,01N02W11N001M,01N02W11N001M,01N02W11N001M,Groundwater,37.9399,-122.0577,Contra Costa,5,8/4/1971 15:45,8/9/1979 10:30
6156,01N02W11N002M,01N02W11N002M,01N02W11N002M,Groundwater,37.941,-122.0604,Contra Costa,1,7/22/1981 9:15,7/22/1981 9:15
6157,01N02W13P001M,01N02W13P001M,01N02W13P001M,Groundwater,37.928,-122.0358,Contra Costa,6,8/4/1972 12:50,12/2/1982 10:50
6158,01N02W15Q001S,01N02W15Q001S,01N02W15Q001S,Groundwater,34.1658,-117.0746,San Bernardino,1,9/7/1954 0:00,9/7/1954 0:00
6159,01N02W16K001S,01N02W16K001S,01N02W16K001S,Groundwater,34.1694,-117.0921,San Bernardino,1,9/7/1954 0:00,9/7/1954 0:00
6160,01N02W17A001S,01N02W17A001S,01N02W17A001S,Groundwater,34.1766,-117.1051,San Bernardino,1,7/3/1954 0:00,7/3/1954 0:00
6161,01N02W17G001S,01N02W17G001S,01N02W17G001S,Groundwater,34.173,-117.1095,San Bernardino,1,9/3/1954 0:00,9/3/1954 0:00
6162,01N02W18G001S,01N02W18G001S,01N02W18G001S,Groundwater,34.173,-117.127,San Bernardino,1,9/3/1954 0:00,9/3/1954 0:00
6163,01N02W30B001S,01N02W30B001S,01N02W30B001S,Groundwater,34.1476,-117.127,San Bernardino,1,9/15/1971 0:00,9/15/1971 0:00
6164,01N02W34P001S,01N02W34P001S,01N02W34P001S,Groundwater,34.1224,-117.079,San Bernardino,2,4/12/1931 0:00,2/8/1949 0:00
6165,01N03E06N001M,01N03E06N001M,01N03E06N001M,Groundwater,37.9555,-121.6944,Contra Costa,1,10/19/1987 0:00,10/19/1987 0:00
6166,01N03E06N002M,01N03E06N002M,01N03E06N002M,Groundwater,37.9555,-121.6944,Contra Costa,1,5/5/1988 0:00,5/5/1988 0:00
6167,01N03E09E001M,01N03E09E001M,01N03E09E001M,Groundwater,37.9482,-121.6578,Contra Costa,1,5/2/1979 0:00,5/2/1979 0:00
6168,01N03E13C001M,01N03E13C001M,01N03E13C001M,Groundwater,37.9374,-121.5983,Contra Costa,1,5/2/1979 0:00,5/2/1979 0:00
6169,01N03E17E001M,01N03E17E001M,01N03E17E001M,Groundwater,37.9335,-121.6747,Contra Costa,9,8/9/1973 15:00,9/14/1989 11:20
6170,01N03E18D001M,01N03E18D001M,01N03E18D001M,Groundwater,37.9374,-121.6944,Contra Costa,1,9/17/1981 0:00,9/17/1981 0:00
6171,01N03E18G001M,01N03E18G001M,01N03E18G001M,Groundwater,37.9338,-121.6852,Contra Costa,1,5/2/1979 0:00,5/2/1979 0:00
6172,01N03E25C001M,01N03E25C001M,01N03E25C001M,Groundwater,37.9085,-121.5983,Contra Costa,1,5/1/1979 0:00,5/1/1979 0:00
6173,01N03E26C002M,01N03E26C002M,01N03E26C002M,Groundwater,37.9085,-121.6166,Contra Costa,1,11/20/1980 16:30,11/20/1980 16:30
6174,01N03E27Q003M,01N03E27Q003M,01N03E27Q003M,Groundwater,37.8977,-121.6303,Contra Costa,2,11/19/1980 16:00,5/7/1981 17:30
6175,01N03E27R001M,01N03E27R001M,01N03E27R001M,Groundwater,37.8977,-121.6257,Contra Costa,1,5/1/1979 0:00,5/1/1979 0:00
6176,01N03E28Q001M,01N03E28Q001M,01N03E28Q001M,Groundwater,37.8977,-121.6486,Contra Costa,2,11/19/1980 13:00,5/26/1981 0:00
6177,01N03E29Q001M,01N03E29Q001M,01N03E29Q001M,Groundwater,37.8977,-121.6669,Contra Costa,3,11/19/1980 18:30,6/2/1982 14:40
6178,01N03E30L001M,01N03E30L001M,01N03E30L001M,Groundwater,37.9013,-121.6898,Contra Costa,3,5/2/1979 0:00,5/15/1981 11:14
6179,01N03E30L002M,01N03E30L002M,01N03E30L002M,Groundwater,37.9013,-121.6898,Contra Costa,1,6/14/1982 14:00,6/14/1982 14:00
6180,01N03E30M001M,01N03E30M001M,01N03E30M001M,Groundwater,37.9013,-121.6944,Contra Costa,1,6/14/1982 15:00,6/14/1982 15:00
6181,01N03E31C001M,01N03E31C001M,01N03E31C001M,Groundwater,37.894,-121.6898,Contra Costa,3,11/19/1980 17:25,6/2/1982 13:20
6182,01N03E31J001M,01N03E31J001M,01N03E31J001M,Groundwater,37.8868,-121.6806,Contra Costa,1,6/11/1982 13:00,6/11/1982 13:00
6183,01N03E32C001M,01N03E32C001M,01N03E32C001M,Groundwater,37.894,-121.6715,Contra Costa,2,11/18/1980 13:45,5/7/1981 17:10
6184,01N03E33J001M,01N03E33J001M,01N03E33J001M,Groundwater,37.8868,-121.644,Contra Costa,3,11/20/1980 10:35,6/10/1982 14:45
6185,01N03E34A001M,01N03E34A001M,01N03E34A001M,Groundwater,37.894,-121.6257,Contra Costa,3,11/20/1980 11:05,6/2/1982 15:45
6186,01N03E35N001M,01N03E35N001M,01N03E35N001M,Groundwater,37.8832,-121.6212,Contra Costa,2,11/20/1980 15:15,5/26/1981 13:50
6187,01N03W01C001S,01N03W01C001S,01N03W01C001S,Groundwater,34.2056,-117.1489,San Bernardino,1,8/31/1954 0:00,8/31/1954 0:00
6189,01N03W11A001S,01N03W11A001S,01N03W11A001S,Groundwater,34.1911,-117.1576,San Bernardino,1,8/31/1954 0:00,8/31/1954 0:00
6190,01N03W12Q001S,01N03W12Q001S,01N03W12Q001S,Groundwater,34.1803,-117.1445,San Bernardino,1,9/2/1954 0:00,9/2/1954 0:00
6191,01N03W19M002S,01N03W19M002S,01N03W19M002S,Groundwater,34.1549,-117.2406,San Bernardino,2,1/4/1949 0:00,7/2/1953 0:00
6192,01N03W19M003S,01N03W19M003S,01N03W19M003S,Groundwater,34.1549,-117.2406,San Bernardino,2,1/4/1949 0:00,7/2/1953 0:00
6193,01N03W21G001S,01N03W21G001S,01N03W21G001S,Groundwater,34.1585,-117.1969,San Bernardino,1,9/28/1954 0:00,9/28/1954 0:00
6194,01N03W22K001S,01N03W22K001S,01N03W22K001S,Groundwater,34.1549,-117.1794,San Bernardino,1,9/28/1954 0:00,9/28/1954 0:00
6195,01N03W22M001S,01N03W22M001S,01N03W22M001S,Groundwater,34.1549,-117.1882,San Bernardino,1,9/28/1954 0:00,9/28/1954 0:00
6196,01N03W27N001S,01N03W27N001S,01N03W27N001S,Groundwater,34.1356,-117.1912,San Bernardino,12,6/9/1947 0:00,5/16/1969 14:45
6197,01N03W27N002S,01N03W27N002S,01N03W27N002S,Groundwater,34.1368,-117.1882,San Bernardino,2,1/4/1949 0:00,3/18/1953 0:00
6198,01N03W27N005S,01N03W27N005S,01N03W27N005S,Groundwater,34.1368,-117.1882,San Bernardino,2,4/25/1930 0:00,1/4/1949 0:00
6199,01N03W27N009S,01N03W27N009S,01N03W27N009S,Groundwater,34.1368,-117.1882,San Bernardino,1,3/20/1951 0:00,3/20/1951 0:00
6200,01N03W28H001S,01N03W28H001S,01N03W28H001S,Groundwater,34.144,-117.1925,San Bernardino,1,5/7/1958 0:00,5/7/1958 0:00
6201,01N03W29G001S,01N03W29G001S,01N03W29G001S,Groundwater,34.144,-117.2144,San Bernardino,1,1/20/1949 0:00,1/20/1949 0:00
6202,01N03W29H001S,01N03W29H001S,01N03W29H001S,Groundwater,34.144,-117.21,San Bernardino,1,9/8/1960 0:00,9/8/1960 0:00
6203,01N03W29H002S,01N03W29H002S,01N03W29H002S,Groundwater,34.144,-117.21,San Bernardino,1,1/20/1949 0:00,1/20/1949 0:00
6204,01N03W29M001S,01N03W29M001S,01N03W29M001S,Groundwater,34.1404,-117.2232,San Bernardino,5,12/23/1948 0:00,8/2/1983 9:00
6205,01N03W29M002S,01N03W29M002S,01N03W29M002S,Groundwater,34.1417,-117.2259,San Bernardino,11,8/4/1983 6:35,8/4/1983 13:20
6206,01N03W29M003S,01N03W29M003S,01N03W29M003S,Groundwater,34.1404,-117.2232,San Bernardino,3,8/2/1983 6:25,8/2/1983 8:30
6207,01N03W29N001S,01N03W29N001S,01N03W29N001S,Groundwater,34.1372,-117.225,San Bernardino,14,8/3/1983 7:05,8/3/1983 13:55
6208,01N03W30J005S,01N03W30J005S,01N03W30J005S,Groundwater,34.1404,-117.2274,San Bernardino,1,1/2/1989 10:00,1/2/1989 10:00
6209,01N03W30N001S,01N03W30N001S,01N03W30N001S,Groundwater,34.1368,-117.2406,San Bernardino,2,9/8/1960 0:00,1/2/1989 10:00
6210,01N03W31B001S,01N03W31B001S,01N03W31B001S,Groundwater,34.1331,-117.2309,San Bernardino,2,12/23/1949 0:00,3/18/1953 0:00
6211,01N03W31K002S,01N03W31K002S,01N03W31K002S,Groundwater,34.1281,-117.2328,San Bernardino,16,5/26/1948 0:00,6/16/1964 0:00
6212,01N03W31L001S,01N03W31L001S,01N03W31L001S,Groundwater,34.127,-117.235,San Bernardino,3,10/29/1926 0:00,2/23/1953 0:00
6213,01N03W31L003S,01N03W31L003S,01N03W31L003S,Groundwater,34.127,-117.235,San Bernardino,2,6/24/1965 0:00,5/9/1967 12:10
6214,01N03W31M001S,01N03W31M001S,01N03W31M001S,Groundwater,34.1286,-117.24,San Bernardino,6,1/28/1947 0:00,6/21/1960 12:30
6215,01N03W31Q002S,01N03W31Q002S,01N03W31Q002S,Groundwater,34.1228,-117.2337,San Bernardino,3,4/4/1931 0:00,1/30/1945 0:00
6216,01N03W31Q004S,01N03W31Q004S,01N03W31Q004S,Groundwater,34.1224,-117.2318,San Bernardino,2,12/29/1944 0:00,1/30/1945 0:00
6217,01N03W31Q008S,01N03W31Q008S,01N03W31Q008S,Groundwater,34.1224,-117.2318,San Bernardino,2,11/27/1951 0:00,2/25/1953 0:00
6218,01N03W31R004S,01N03W31R004S,01N03W31R004S,Groundwater,34.1224,-117.2275,San Bernardino,2,12/29/1944 0:00,1/30/1945 0:00
6219,01N03W32B001S,01N03W32B001S,01N03W32B001S,Groundwater,34.1339,-117.2142,San Bernardino,3,6/23/1949 0:00,5/8/1953 0:00
6220,01N03W32C001S,01N03W32C001S,01N03W32C001S,Groundwater,34.1353,-117.2203,San Bernardino,16,9/23/1932 0:00,8/3/1983 15:25
6221,01N03W32C002S,01N03W32C002S,01N03W32C002S,Groundwater,34.1317,-117.222,San Bernardino,1,8/3/1983 14:50,8/3/1983 14:50
6222,01N03W32N001S,01N03W32N001S,01N03W32N001S,Groundwater,34.1228,-117.2264,San Bernardino,7,4/6/1931 0:00,5/8/1953 0:00
6223,01N03W33M001S,01N03W33M001S,01N03W33M001S,Groundwater,34.1258,-117.2084,San Bernardino,21,9/16/1948 0:00,6/24/1965 0:00
6224,01N03W33M002S,01N03W33M002S,01N03W33M002S,Groundwater,34.126,-117.2056,San Bernardino,13,8/5/1931 0:00,5/9/1967 13:15
6225,01N03W34H003S,01N03W34H003S,01N03W34H003S,Groundwater,34.1296,-117.1751,San Bernardino,1,8/10/1961 0:00,8/10/1961 0:00
6226,01N03W34P001S,01N03W34P001S,01N03W34P001S,Groundwater,34.1224,-117.1838,San Bernardino,1,9/21/1954 0:00,9/21/1954 0:00
6227,01N04E03N001M,01N04E03N001M,01N04E03N001M,Groundwater,37.9555,-121.5297,San Joaquin,15,7/7/1954 9:50,6/21/1989 9:00
45694,01N04E12X001SS,01N04E12X001SS,01N04E12X001SS,Groundwater,34.1876,-116.5181,San Bernardino,1,3/27/1952 15:00,3/27/1952 15:00
6229,01N04E13P001S,01N04E13P001S,01N04E13P001S,Groundwater,34.1677,-116.5203,San Bernardino,2,8/4/1978 0:00,2/11/1981 0:00
6230,01N04E14N001S,01N04E14N001S,01N04E14N001S,Groundwater,34.1677,-116.5423,San Bernardino,1,4/27/1956 0:00,4/27/1956 0:00
6231,01N04E15F001M,01N04E15F001M,01N04E15F001M,Groundwater,37.9338,-121.5251,San Joaquin,2,6/22/1954 0:00,7/2/1954 0:00
6232,01N04E17K001M,01N04E17K001M,01N04E17K001M,Groundwater,37.9302,-121.5571,San Joaquin,2,6/21/1954 0:00,7/2/1954 0:00
6233,01N04E22J001S,01N04E22J001S,01N04E22J001S,Groundwater,34.1567,-116.5467,San Bernardino,4,3/18/1976 0:00,12/20/1979 0:00
6234,01N04E23M001M,01N04E23M001M,01N04E23M001M,Groundwater,37.9157,-121.5114,San Joaquin,2,6/21/1954 0:00,7/1/1954 0:00
6235,01N04E25K001M,01N04E25K001M,01N04E25K001M,Groundwater,37.9013,-121.4839,San Joaquin,3,6/30/1976 0:00,4/12/1977 0:00
6236,01N04E34H001M,01N04E34H001M,01N04E34H001M,Groundwater,37.8904,-121.5159,San Joaquin,5,9/13/1977 0:00,10/15/1979 0:00
6237,01N04E35R001M,01N04E35R001M,01N04E35R001M,Groundwater,37.8832,-121.4976,San Joaquin,9,4/11/1978 0:00,5/19/1982 0:00
6238,01N04E36A001M,01N04E36A001M,01N04E36A001M,Groundwater,37.894,-121.4793,San Joaquin,1,5/5/1975 0:00,5/5/1975 0:00
6239,01N04E36K003M,01N04E36K003M,01N04E36K003M,Groundwater,37.8868,-121.4839,San Joaquin,9,7/16/1975 0:00,4/10/1980 0:00
6240,01N04E36N001M,01N04E36N001M,01N04E36N001M,Groundwater,37.8832,-121.4931,San Joaquin,3,7/1/1976 0:00,4/19/1977 0:00
6241,01N04W05L001S,01N04W05L001S,01N04W05L001S,Groundwater,34.1984,-117.3236,San Bernardino,1,11/9/1960 0:00,11/9/1960 0:00
6242,01N04W06B001S,01N04W06B001S,01N04W06B001S,Groundwater,34.2056,-117.3367,San Bernardino,1,8/12/1968 8:25,8/12/1968 8:25
6243,01N04W06H001S,01N04W06H001S,01N04W06H001S,Groundwater,34.202,-117.3323,San Bernardino,8,9/1/1932 0:00,3/6/1987 0:00
6244,01N04W06H002S,01N04W06H002S,01N04W06H002S,Groundwater,34.202,-117.3323,San Bernardino,2,9/1/1982 0:00,3/6/1987 8:00
6245,01N04W07F001S,01N04W07F001S,01N04W07F001S,Groundwater,34.1895,-117.3414,San Bernardino,9,9/20/1951 0:00,3/6/1987 8:00
6246,01N04W08M001S,01N04W08M001S,01N04W08M001S,Groundwater,34.1831,-117.3303,San Bernardino,5,8/12/1946 0:00,3/6/1987 8:00
6247,01N04W08P001S,01N04W08P001S,01N04W08P001S,Groundwater,34.1797,-117.3228,San Bernardino,3,9/7/1982 0:00,3/6/1987 8:00
45695,01N04W11F001SS,01N04W11F001SS,01N04W11F001SS,Groundwater,34.1875,-117.2712,San Bernardino,2,8/12/1931 0:00,2/8/1949 0:00
6249,01N04W11F002S,01N04W11F002S,01N04W11F002S,Groundwater,34.1875,-117.2712,San Bernardino,1,5/14/1963 0:00,5/14/1963 0:00
45696,01N04W11H001SS,01N04W11H001SS,01N04W11H001SS,Groundwater,34.1875,-117.2624,San Bernardino,3,3/13/1930 0:00,5/20/1963 0:00
45697,01N04W11H002SS,01N04W11H002SS,01N04W11H002SS,Groundwater,34.1875,-117.2624,San Bernardino,3,2/8/1949 0:00,9/14/1962 9:00
6252,01N04W11H003S,01N04W11H003S,01N04W11H003S,Groundwater,34.1875,-117.2624,San Bernardino,3,5/10/1963 13:00,5/20/1963 0:00
45698,01N04W11J001SS,01N04W11J001SS,01N04W11J001SS,Groundwater,34.1839,-117.2624,San Bernardino,3,3/12/1930 0:00,6/30/1960 0:00
45699,01N04W11J003SS,01N04W11J003SS,01N04W11J003SS,Groundwater,34.1839,-117.2624,San Bernardino,1,2/8/1949 0:00,2/8/1949 0:00
6253,01N04W11JS001S,01N04W11JS001S,01N04W11JS001S,Groundwater,34.1839,-117.2624,San Bernardino,1,10/16/2012 0:00,10/16/2012 0:00
45700,01N04W11L001SS,01N04W11L001SS,01N04W11L001SS,Groundwater,34.1839,-117.2712,San Bernardino,2,9/27/1962 14:30,2/12/1968 15:30
45701,01N04W13M001SS,01N04W13M001SS,01N04W13M001SS,Groundwater,34.1694,-117.2581,San Bernardino,2,9/22/1932 0:00,1/4/1949 0:00
45702,01N04W13M002SS,01N04W13M002SS,01N04W13M002SS,Groundwater,34.1694,-117.2581,San Bernardino,2,1/4/1949 0:00,3/3/1953 0:00
6258,01N04W13N005S,01N04W13N005S,01N04W13N005S,Groundwater,34.1658,-117.2581,San Bernardino,1,8/29/1968 13:20,8/29/1968 13:20
6259,01N04W14C001S,01N04W14C001S,01N04W14C001S,Groundwater,34.1766,-117.2712,San Bernardino,2,3/15/1949 0:00,4/21/1953 0:00
6260,01N04W14J001S,01N04W14J001S,01N04W14J001S,Groundwater,34.1694,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6261,01N04W14J002S,01N04W14J002S,01N04W14J002S,Groundwater,34.1694,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6262,01N04W14J003S,01N04W14J003S,01N04W14J003S,Groundwater,34.1694,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6263,01N04W14R003S,01N04W14R003S,01N04W14R003S,Groundwater,34.1658,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6264,01N04W14R004S,01N04W14R004S,01N04W14R004S,Groundwater,34.1658,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6265,01N04W14R006S,01N04W14R006S,01N04W14R006S,Groundwater,34.1658,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6266,01N04W14R007S,01N04W14R007S,01N04W14R007S,Groundwater,34.1658,-117.2624,San Bernardino,2,1/30/1950 0:00,12/14/1951 0:00
6267,01N04W16E001S,01N04W16E001S,01N04W16E001S,Groundwater,34.1728,-117.3123,San Bernardino,30,12/17/1931 0:00,3/6/1987 8:00
6268,01N04W16E002S,01N04W16E002S,01N04W16E002S,Groundwater,34.1731,-117.3117,San Bernardino,2,9/5/1982 0:00,3/6/1987 8:00
6269,01N04W16E003S,01N04W16E003S,01N04W16E003S,Groundwater,34.172,-117.3123,San Bernardino,5,7/1/1969 0:00,3/6/1987 8:00
6270,01N04W16E004S,01N04W16E004S,01N04W16E004S,Groundwater,34.1733,-117.3134,San Bernardino,3,9/1/1982 0:00,3/6/1987 8:00
6271,01N04W19H001S,01N04W19H001S,01N04W19H001S,Groundwater,34.1585,-117.3323,San Bernardino,1,4/19/1973 0:00,4/19/1973 0:00
6272,01N04W20M001S,01N04W20M001S,01N04W20M001S,Groundwater,34.1545,-117.33,San Bernardino,6,7/16/1951 0:00,10/2/1951 0:00
6273,01N04W20N001S,01N04W20N001S,01N04W20N001S,Groundwater,34.1514,-117.3289,San Bernardino,9,10/1/1951 0:00,6/13/1963 0:00
6274,01N04W24A001S,01N04W24A001S,01N04W24A001S,Groundwater,34.1621,-117.2449,San Bernardino,1,5/26/1952 0:00,5/26/1952 0:00
6275,01N04W24A002S,01N04W24A002S,01N04W24A002S,Groundwater,34.1621,-117.2449,San Bernardino,1,5/26/1952 0:00,5/26/1952 0:00
6276,01N04W24B001S,01N04W24B001S,01N04W24B001S,Groundwater,34.1614,-117.2503,San Bernardino,1,3/1/1949 0:00,3/1/1949 0:00
6277,01N04W24C001S,01N04W24C001S,01N04W24C001S,Groundwater,34.1645,-117.2559,San Bernardino,7,7/1/1952 0:00,1/22/1958 0:00
6278,01N04W24D002S,01N04W24D002S,01N04W24D002S,Groundwater,34.1647,-117.2589,San Bernardino,1,12/20/1951 0:00,12/20/1951 0:00
6279,01N04W24F001S,01N04W24F001S,01N04W24F001S,Groundwater,34.1585,-117.2537,San Bernardino,5,2/14/1950 0:00,4/26/1954 0:00
6280,01N04W24H001S,01N04W24H001S,01N04W24H001S,Groundwater,34.1585,-117.2449,San Bernardino,2,1/29/1958 0:00,8/11/1960 0:00
6281,01N04W24H004S,01N04W24H004S,01N04W24H004S,Groundwater,34.1585,-117.2449,San Bernardino,1,6/12/1950 0:00,6/12/1950 0:00
6282,01N04W24H005S,01N04W24H005S,01N04W24H005S,Groundwater,34.1585,-117.2449,San Bernardino,1,3/13/1958 0:00,3/13/1958 0:00
6283,01N04W25A001S,01N04W25A001S,01N04W25A001S,Groundwater,34.1492,-117.247,San Bernardino,4,9/17/1959 0:00,1/2/1989 10:00
6284,01N04W25C001S,01N04W25C001S,01N04W25C001S,Groundwater,34.1495,-117.2564,San Bernardino,2,1/4/1949 0:00,4/4/1950 0:00
6285,01N04W25C002S,01N04W25C002S,01N04W25C002S,Groundwater,34.1495,-117.2564,Riverside,1,4/12/1968 0:00,4/12/1968 0:00
6286,01N04W25C004S,01N04W25C004S,01N04W25C004S,Groundwater,34.1476,-117.2537,San Bernardino,1,1/3/1989 10:30,1/3/1989 10:30
6287,01N04W25F003S,01N04W25F003S,01N04W25F003S,Groundwater,34.144,-117.2537,San Bernardino,2,4/4/1950 0:00,4/7/1953 0:00
6288,01N04W25K001S,01N04W25K001S,01N04W25K001S,Groundwater,34.1403,-117.2489,San Bernardino,2,4/4/1950 0:00,4/7/1953 0:00
6289,01N04W25N002S,01N04W25N002S,01N04W25N002S,Groundwater,34.1383,-117.2578,San Bernardino,2,4/4/1950 0:00,4/7/1953 0:00
6290,01N04W25Q001S,01N04W25Q001S,01N04W25Q001S,Groundwater,34.1383,-117.2495,San Bernardino,2,4/4/1950 0:00,4/7/1953 0:00
6291,01N04W25Q003S,01N04W25Q003S,01N04W25Q003S,Groundwater,34.1383,-117.252,San Bernardino,2,4/4/1950 0:00,4/7/1953 0:00
6292,01N04W26A001S,01N04W26A001S,01N04W26A001S,Groundwater,34.147,-117.2637,San Bernardino,1,2/23/1953 0:00,2/23/1953 0:00
6293,01N04W26A002S,01N04W26A002S,01N04W26A002S,Groundwater,34.1476,-117.2624,San Bernardino,1,1/2/1989 10:00,1/2/1989 10:00
6294,01N04W26E002S,01N04W26E002S,01N04W26E002S,Groundwater,34.1461,-117.2689,San Bernardino,1,3/6/1987 8:00,3/6/1987 8:00
6295,01N04W26P003S,01N04W26P003S,01N04W26P003S,Groundwater,34.1361,-117.2734,San Bernardino,4,5/12/1951 0:00,3/6/1987 8:00
6296,01N04W27A001S,01N04W27A001S,01N04W27A001S,Groundwater,34.1483,-117.2798,San Bernardino,4,11/25/1949 0:00,3/6/1987 8:00
6297,01N04W27A002S,01N04W27A002S,01N04W27A002S,Groundwater,34.1478,-117.2806,San Bernardino,17,7/1/1968 0:00,3/6/1987 8:00
6298,01N04W27B001S,01N04W27B001S,01N04W27B001S,Groundwater,34.1475,-117.2873,San Bernardino,14,7/1/1969 0:00,3/6/1987 8:00
6299,01N04W27G001S,01N04W27G001S,01N04W27G001S,Groundwater,34.1461,-117.287,San Bernardino,18,12/12/1946 0:00,3/6/1987 8:00
6300,01N04W27M001S,01N04W27M001S,01N04W27M001S,Groundwater,34.1395,-117.2934,San Bernardino,1,6/22/1950 0:00,6/22/1950 0:00
6301,01N04W27M002S,01N04W27M002S,01N04W27M002S,Groundwater,34.1408,-117.2953,San Bernardino,2,9/1/1980 0:00,3/6/1987 8:00
6302,01N04W27N001S,01N04W27N001S,01N04W27N001S,Groundwater,34.1368,-117.293,San Bernardino,3,9/5/1980 0:00,3/6/1987 8:00
6303,01N04W28Q001S,01N04W28Q001S,01N04W28Q001S,Groundwater,34.1368,-117.3017,San Bernardino,11,12/27/1944 0:00,8/8/1946 0:00
6304,01N04W29D001S,01N04W29D001S,01N04W29D001S,Groundwater,34.1476,-117.328,San Bernardino,13,8/29/1951 0:00,2/23/1954 12:30
6305,01N04W29E001S,01N04W29E001S,01N04W29E001S,Groundwater,34.144,-117.328,San Bernardino,45,8/9/1951 0:00,2/27/1978 0:00
6306,01N04W29E003S,01N04W29E003S,01N04W29E003S,Groundwater,34.144,-117.328,San Bernardino,27,12/27/1944 0:00,9/23/1958 0:00
6307,01N04W29F001S,01N04W29F001S,01N04W29F001S,Groundwater,34.144,-117.3236,San Bernardino,37,9/13/1956 0:00,3/6/1974 10:00
6308,01N04W29H001S,01N04W29H001S,01N04W29H001S,Groundwater,34.144,-117.3148,San Bernardino,1,8/9/1951 0:00,8/9/1951 0:00
6309,01N04W29L001S,01N04W29L001S,01N04W29L001S,Groundwater,34.1404,-117.3236,San Bernardino,30,12/27/1944 0:00,4/25/1966 11:25
6310,01N04W29N001S,01N04W29N001S,01N04W29N001S,Groundwater,34.1368,-117.328,San Bernardino,1,3/6/1974 10:00,3/6/1974 10:00
6311,01N04W29P002S,01N04W29P002S,01N04W29P002S,Groundwater,34.1368,-117.3236,San Bernardino,36,12/27/1944 0:00,2/27/1978 0:00
